Time(h:m:s),RR(ms),RV(%),n,err,mean NN(ms),SDNN(ms),TP(ms2),VLF(ms2),LF(ms2),HF(ms2),window length(s)
17:05:45,  842
17:05:46,  836
17:05:47,  800
17:05:48,  826
17:05:48,  828
17:05:49,  812
17:05:50,  864
17:05:51,  862
17:05:52,  814
17:05:53,  864
17:05:53,  860
17:05:54,  808
17:05:55,  838
17:05:56,  840
17:05:57,  828
17:05:58,  822
17:05:58,  840
17:05:59,  852
17:06:00,  804
17:06:01,  828
17:06:02,  854
17:06:03,  870
17:06:03,  798
17:06:04,  844
17:06:05,  852
17:06:06,  846
17:06:07,  848
17:06:08,  870
17:06:09,  876
17:06:09,  836
17:06:10,  882
17:06:11,  876
17:06:12,  850
17:06:13,  876
17:06:14,  884
17:06:15,  872
17:06:15,  844
17:06:16,  882
17:06:17,  874
17:06:18,  834
17:06:19,  876
17:06:20,  868
17:06:21,  862
17:06:21,  820
17:06:22,  854
17:06:23,  864
17:06:24,  848
17:06:25,  898
17:06:26,  896
17:06:27,  854
17:06:28,  902
17:06:28,  906
17:06:29,  862
17:06:30,  880
17:06:31,  880
17:06:32,  870
17:06:33,  844
17:06:34,  864
17:06:35,  850
17:06:35,  820
17:06:36,  846
17:06:37,  842
17:06:38,  820
17:06:39,  854
17:06:40,  858
17:06:40,  812
17:06:41,  866
17:06:42,  858
17:06:43,  826
17:06:44,  856
17:06:45,  850
17:06:45,  818
17:06:46,  872
17:06:47,,  .25, 341,   5, 853, 24.5
17:06:47,,,,,,,  622,  171,  134,  243,288.0,58,40,71,54,32,50
17:06:47,  870
17:06:48,  822
17:06:49,  858
17:06:50,  850
17:06:51,  816
17:06:51,  860
17:06:52,  858
17:06:53,  820
17:06:54,  852
17:06:55,  860
17:06:56,  834
17:06:56,  868
17:06:57,  872
17:06:58,  858
 
